Name,Region,Longitude,Latitude,Water depth (m),Annual mean SST (°C)a,Annual mean temperature 0-200 m (°C)a,fGDGT-0,fGDGT-1,fGDGT-2,fGDGT-3,fcren,fcren',fOH-GDGT-0,fOH-GDGT-1,fOH-GDGT-2,GDGT-0,GDGT-1,GDGT-2,GDGT-3,cren,cren',OH-GDGT-0,OH-GDGT-1,OH-GDGT-2,BITd,TEX86,RI-OH,RI-OH',OHC,%OH,TEX86OH,Lab,Methodse,MS infof,Reference paper,Reference paper for non-hydroxylated isoGDGTs
PS75/082-2,South Pacific,-158.36,-59.04,4004,1.8,1.4,0.54,0.07,0.03,0,0.35,0.01,0.81,0.13,0.06,0.54,0.07,0.03,0,0.35,0.01,,,,,0.37,1.33,0.26,-0.01,5.17,0.27,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/092-1,South Pacific,-169.5,-60.67,3833,2.2,1.6,0.51,0.08,0.03,0,0.36,0.01,0.8,0.14,0.06,0.51,0.08,0.03,0,0.36,0.01,,,,,0.39,1.28,0.26,0.01,5.75,0.28,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/094-3,South Pacific,-169.74,-61.82,3274,0.7,0.6,0.54,0.07,0.03,0,0.35,0.01,0.8,0.14,0.05,0.54,0.07,0.03,0,0.35,0.01,,,,,0.38,1.27,0.25,-0.05,5.63,0.26,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/085-2,South Pacific,-160.12,-61.94,3724,0.5,0.3,0.54,0.06,0.03,0,0.36,0.01,0.8,0.15,0.05,0.54,0.06,0.03,0,0.36,0.01,,,,,0.38,1.26,0.25,-0.07,5.96,0.25,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/069-2,South Pacific,-145.62,-62.21,4328,0.3,-0.5,0.58,0.06,0.02,0,0.32,0.01,0.84,0.13,0.03,0.58,0.06,0.02,0,0.32,0.01,,,,,0.34,1.21,0.2,-0.14,6.31,0.22,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/091-6,South Pacific,-169.08,-63.69,2944,-0.3,0.1,0.57,0.07,0.02,0,0.32,0.01,0.81,0.14,0.05,0.57,0.07,0.02,0,0.32,0.01,,,,,0.36,1.25,0.24,-0.02,4.88,0.26,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/086-1,South Pacific,-161.9,-64.74,4064,-1.3,-0.6,0.59,0.05,0.02,0,0.33,0.01,0.84,0.12,0.04,0.59,0.05,0.02,0,0.33,0.01,,,,,0.34,1.24,0.2,-0.23,7.23,0.19,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/068-1,South Pacific,-144.12,-64.93,3727,-0.7,-0.8,0.57,0.05,0.02,0,0.36,0.01,0.82,0.14,0.04,0.57,0.05,0.02,0,0.36,0.01,,,,,0.38,1.21,0.22,-0.19,6.25,0.22,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/090-6,South Pacific,-166.16,-65.41,3480,-0.7,-0.4,0.56,0.06,0.02,0,0.35,0.01,0.86,0.11,0.04,0.56,0.06,0.02,0,0.35,0.01,,,,,0.35,1.26,0.18,-0.22,7.51,0.2,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/087-2,South Pacific,-163.33,-66.79,4411,-1.3,-0.6,0.58,0.05,0.02,0,0.34,0.01,0.86,0.11,0.03,0.58,0.05,0.02,0,0.34,0.01,,,,,0.37,1.2,0.17,-0.33,9.21,0.17,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/089-6,South Pacific,-165.54,-67.08,4121,-0.6,-0.5,0.56,0.06,0.02,0,0.35,0.01,0.84,0.12,0.04,0.56,0.06,0.02,0,0.35,0.01,,,,,0.36,1.22,0.2,-0.19,7.02,0.21,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS69/255-3,Antarctic,-104.36,-71.8,640,-1.7,-1.7,0.46,0.03,0.01,0,0.5,0.01,0.87,0.11,0.03,247709,16285,4912,1440,268769,3244,33704,4129,1098,,0.37,1.21,0.16,-0.37,6.7,0.16,AWI,8,4,"Lamping et al., 2021",
PS69/269-1,Antarctic,-115.58,-73.22,822,-1.5,-1.6,0.52,0.01,0,0,0.45,0,0.94,0.05,0.01,3020248,81820,22997,11124,2622773,13202,655918,36988,4559,,0.37,1.11,0.07,-0.74,10.78,0.06,AWI,8,4,"Lamping et al., 2021",
PS69/272-3,Antarctic,-118.48,-73.89,1529,-1.6,-1.6,0.49,0.01,0,0,0.48,0,0.97,0.02,0,625325,17080,4753,2066,612575,4330,182701,4581,548,,0.39,1.11,0.03,-0.79,12.92,0.05,AWI,8,4,"Lamping et al., 2021",
PS69/275-2,Antarctic,-117.55,-73.89,1472,-1.5,-1.6,0.49,0.01,0,0,0.49,0,0.96,0.03,0,2334111,55600,17355,7995,2338345,9778,653860,22077,2797,,0.39,1.11,0.04,-0.8,12.47,0.05,AWI,8,4,"Lamping et al., 2021",
PS69/283-5,Antarctic,-115.38,-72.76,588,-1.5,-1.5,0.54,0.02,0,0,0.43,0,0.95,0.05,0.01,784775,26296,6461,3609,616312,4106,169191,8146,1357,,0.35,1.14,0.06,-0.71,11.03,0.07,AWI,8,4,"Lamping et al., 2021",
PS69/284-2,Antarctic,-115.4,-73.02,736,-1.5,-1.6,0.53,0.02,0.01,0,0.44,0,0.92,0.07,0.01,1433738,47322,14543,6447,1200181,5655,330940,25882,4858,,0.36,1.16,0.1,-0.7,11.78,0.07,AWI,8,4,"Lamping et al., 2021",
PS69/288-3,Antarctic,-102.99,-74.42,742,-1.7,-1.4,0.51,0.01,0,0,0.47,0,0.95,0.05,0.01,3660954,99067,30929,14206,3399500,18831,747110,36342,6365,,0.39,1.15,0.06,-0.72,9.86,0.07,AWI,8,4,"Lamping et al., 2021",
PS69/297-1,Antarctic,-103.67,-74.08,460,-1.7,-1.4,0.55,0.02,0,0,0.42,0,0.92,0.07,0.01,3360881,99080,25902,12446,2592418,19286,682628,50812,6742,,0.37,1.12,0.09,-0.7,10.81,0.07,AWI,8,4,"Lamping et al., 2021",
PS69/299-1,Antarctic,-103.65,-73.44,685,-1.4,-0.1,0.54,0.02,0.01,0,0.43,0,0.88,0.1,0.02,2021198,91894,26515,8895,1600690,8313,362341,41099,8453,,0.32,1.17,0.14,-0.58,9.88,0.09,AWI,8,4,"Lamping et al., 2021",
PS69/302-3,Antarctic,-105.65,-71.13,544,-1.7,-1.7,0.52,0.03,0.01,0,0.44,0.01,0.91,0.08,0.01,187769,10742,2789,1015,157982,1827,23865,2068,243,,0.34,1.11,0.1,-0.43,6.74,0.14,AWI,8,4,"Lamping et al., 2021",
PS104_14-2,Antarctic,-102.59,-74.55,600,-1.7,-1.4,0.57,0.02,0,0,0.4,0,0.92,0.07,0.01,543747,16878,4331,2050,386216,2931,77556,5678,1021,,0.36,1.15,0.09,-0.62,8.1,0.09,AWI,8,4,"Lamping et al., 2021",
PS104_17-2,Antarctic,-104.75,-74.36,1395,-1.4,-0.1,0.54,0.03,0.01,0,0.41,0.01,0.93,0.07,0.01,106372,5824,1814,564,79649,997,17431,1243,155,,0.37,1.11,0.08,-0.5,8.8,0.13,AWI,8,4,"Lamping et al., 2021",
PS104_22-3,Antarctic,-107.09,-72.77,733,-1.6,-1.7,0.55,0.02,0.01,0,0.41,0,0.94,0.05,0.01,356314,15785,4878,1421,262067,1565,68257,3926,756,,0.33,1.16,0.07,-0.63,10.2,0.09,AWI,8,4,"Lamping et al., 2021",
PS104_43-3,Antarctic,-112.33,-73.3,482,-1.5,-1.7,0.57,0.02,0,0,0.41,0,0.94,0.05,0.01,240870,7328,1856,666,173142,1074,40966,2290,269,,0.33,1.11,0.06,-0.69,9.29,0.07,AWI,8,4,"Lamping et al., 2021",
PS111_13-2,Antarctic,-6.85,-70.09,1775,-1.2,-1.8,0.56,0.03,0.01,0,0.39,0,0.92,0.06,0.01,1903976,102630,29903,7939,1336632,9763,339893,23324,4774,,0.32,1.17,0.09,-0.56,9.79,0.1,AWI,8,4,"Lamping et al., 2021",
PS111_15-1,Antarctic,-15.78,-71.67,1405,-1.1,-1.7,0.55,0.02,0.01,0,0.42,0,0.92,0.07,0.01,1980312,87013,24520,7723,1509287,9703,395723,30794,5008,,0.33,1.14,0.09,-0.63,10.65,0.08,AWI,8,4,"Lamping et al., 2021",
PS111_16-3,Antarctic,-17.82,-72.38,1418,-1.2,-1.4,0.54,0.02,0.01,0,0.43,0,0.95,0.04,0,2134051,96021,26802,7700,1712518,9908,395801,17333,2010,,0.32,1.1,0.05,-0.63,9.43,0.08,AWI,8,4,"Lamping et al., 2021",
PS111_27-1,Antarctic,-29.08,-75.95,425,-1.7,-1.9,0.54,0.01,0,0,0.44,0,0.95,0.05,0.01,1942019,41547,11819,7178,1599651,3952,536187,26584,3697,,0.36,1.12,0.06,-0.81,13.58,0.04,AWI,8,4,"Lamping et al., 2021",
PS111_29-3,Antarctic,-27.68,-75.97,411,-1.3,-1.8,0.5,0.01,0,0,0.48,0,0.98,0.02,0,1500101,34797,9321,6349,1419133,5954,307349,5829,637,,0.38,1.1,0.02,-0.77,9.54,0.06,AWI,8,4,"Lamping et al., 2021",
PS111_40-2,Antarctic,-54.24,-76,513,-1.8,-1.9,0.53,0.01,0,0,0.45,0,0.97,0.03,0,1714190,47791,12447,6615,1455586,7151,380758,11428,1210,,0.35,1.1,0.04,-0.76,10.82,0.06,AWI,8,4,"Lamping et al., 2021",
PS111_47-2,Antarctic,-60,-74.98,660,-1.9,-1.8,0.51,0.01,0,0,0.47,0,0.96,0.03,0,4309654,99346,27116,13530,3928776,18778,1166375,40857,5256,,0.37,1.11,0.04,-0.81,12.62,0.04,AWI,8,4,"Lamping et al., 2021",
PS111_53-3,Antarctic,-54.12,-76.03,497,-1.8,-1.9,0.52,0.01,0,0,0.46,0,0.96,0.03,0,2724592,71318,18702,9116,2405875,9139,719260,25638,3361,,0.34,1.12,0.04,-0.8,12.5,0.04,AWI,8,4,"Lamping et al., 2021",
PS111_60-3,Antarctic,-45.41,-77.02,332,0,-1.9,0.58,0.01,0,0,0.4,0,0.95,0.04,0.01,1376761,33783,9480,5195,960311,4913,418934,18453,2514,,0.37,1.12,0.05,-0.81,15.54,0.04,AWI,8,4,"Lamping et al., 2021",
PS111_70-2,Antarctic,-33.65,-76.11,794,-1.7,-1.8,0.55,0.01,0,0,0.43,0,0.96,0.04,0,2873696,64941,15928,7831,2272727,9717,748882,27337,3695,,0.34,1.12,0.04,-0.81,12.95,0.04,AWI,8,4,"Lamping et al., 2021",
PS111_80-3,Antarctic,-35.43,-76.64,932,-1.8,-1.9,0.56,0.01,0,0,0.43,0,0.97,0.03,0,3680697,78369,21910,10603,2824469,7139,1106926,33064,3769,,0.34,1.1,0.04,-0.85,14.73,0.03,AWI,8,4,"Lamping et al., 2021",
PS111_98-3,Antarctic,-40.45,-77.8,928,-1.7,-1.8,0.48,0.01,0,0,0.5,0,0.98,0.02,0,2177648,44813,13766,9160,2277250,8688,772121,13636,2092,,0.41,1.13,0.02,-0.86,14.81,0.04,AWI,8,4,"Lamping et al., 2021",
PS111_114-3,Antarctic,-33.93,-76.38,839,-1.7,-1.8,0.54,0.01,0,0,0.44,0,0.97,0.03,0,2686467,58352,15064,7382,2183531,7929,706459,22702,2629,,0.34,1.1,0.04,-0.82,12.86,0.04,AWI,8,4,"Lamping et al., 2021",
PS111_131-2,Antarctic,-36.94,-74.61,387,-1.7,-1.8,0.51,0.01,0,0,0.48,0,0.98,0.02,0,941508,20955,5041,1982,880952,2809,199450,4164,644,,0.32,1.13,0.03,-0.81,9.93,0.04,AWI,8,4,"Lamping et al., 2021",
PS111_139-2,Antarctic,-25.28,-74.82,663,-1.7,-1.8,0.56,0.01,0,0,0.42,0,,,,1735525,33682,7983,4014,1306934,4507,,,,,0.33,,,,,,AWI,8,4,"Lamping et al., 2021",
PS118_5-3,Antarctic,-57.75,-64.98,428,-1.3,-1.6,0.56,0.01,0,0,0.42,0,0.97,0.03,0.01,4121292,109823,27299,16641,3080756,10686,874483,25431,4587,,0.33,1.15,0.04,-0.77,10.94,0.05,AWI,8,4,"Lamping et al., 2021",
PS118_8-4,Antarctic,-55.9,-63.98,414,-1.2,-1.4,0.5,0.01,0,0,0.48,0,0.95,0.04,0.01,3582052,85503,26100,20209,3418288,14225,1170314,54686,9209,,0.41,1.14,0.06,-0.8,14.73,0.05,AWI,8,4,"Lamping et al., 2021",
PS118_10-3,Antarctic,-55.98,-64,414,-0.7,-1.2,0.54,0.01,0,0,0.44,0,0.94,0.05,0.01,9220995,222441,76023,48414,7453814,29894,2973341,160210,22807,,0.41,1.12,0.07,-0.8,15.62,0.05,AWI,8,4,"Lamping et al., 2021",
PS118_12-2,Antarctic,-55.74,-63.81,455,-1.2,-1.4,0.44,0.01,0,0,0.54,0,0.94,0.06,0.01,1130735,28412,10952,6770,1387288,6558,378167,22495,3752,,0.46,1.14,0.07,-0.77,13.59,0.06,AWI,8,4,"Lamping et al., 2021",
PS118_24-2,Antarctic,-51.43,-62.26,3289,-0.7,-1.4,0.54,0.03,0.01,0,0.41,0,0.96,0.03,0.01,1810065,101534,27562,6392,1379725,11693,163032,5780,1402,,0.31,1.2,0.05,-0.37,4.85,0.15,AWI,8,4,"Lamping et al., 2021",
PS118_38-5,Antarctic,-54.33,-63.08,415,-1.2,-1.4,0.52,0.01,0,0,0.46,0,0.92,0.07,0.01,8428378,204141,63285,44679,7460359,52823,2822925,214181,32473,,0.44,1.13,0.09,-0.78,15.89,0.05,AWI,8,4,"Lamping et al., 2021",
PS118_48-2,Antarctic,-51.13,-61.57,2908,-0.6,-1,0.51,0.03,0.01,0,0.44,0,0.96,0.03,0.01,2094205,121888,35850,7661,1804077,14902,224481,6676,1539,,0.32,1.19,0.04,-0.4,5.4,0.14,AWI,8,4,"Lamping et al., 2021",
PS118_62-3,Antarctic,-46.56,-60.93,329,-0.3,-0.8,0.49,0.01,0,0,0.49,0,0.94,0.05,0.01,2616935,74053,22729,12503,2601052,13302,615216,31684,4317,,0.4,1.12,0.06,-0.73,10.87,0.07,AWI,8,4,"Lamping et al., 2021",
PS118_75-1,Antarctic,-49.65,-60.85,2643,-0.3,-0.9,0.52,0.03,0.01,0,0.43,0,0.92,0.06,0.01,5428807,334384,99517,20284,4468044,43000,1048449,69092,17009,,0.33,1.2,0.09,-0.54,9.84,0.11,AWI,8,4,"Lamping et al., 2021",
PS97/042-1,Antarctic,-66.1,-59.85,4172,2.2,1.4,0.49,0.06,0.03,0,0.41,0.01,0.82,0.13,0.05,264438,32556,13805,1318,223223,3810,25119,3901,1676,,0.37,1.3,0.24,-0.08,5.39,0.25,AWI,8,4,"Lamping et al., 2021",
PS97/044-1,Antarctic,-66.03,-60.62,1202.8,1.5,0.7,0.53,0.07,0.03,0,0.37,0,,,,228663,28947,11263,1355,161344,1827,,,,,0.33,,,,,,AWI,8,4,"Lamping et al., 2021",
PS97/045-1,Antarctic,-66.1,-60.57,2292,1.5,0.7,0.51,0.06,0.03,0,0.39,0,0.8,0.14,0.06,496287,63280,25519,2346,384427,4623,13121,2294,972,,0.34,1.3,0.26,0.17,1.65,0.3,AWI,8,4,"Lamping et al., 2021",
PS97/046-6,Antarctic,-65.36,-60,2802.7,0.7,0.3,0.5,0.06,0.02,0,0.4,0.01,0.77,0.17,0.05,307398,37662,14938,1591,248806,4313,23393,5208,1601,,0.36,1.24,0.28,-0.03,4.68,0.25,AWI,8,4,"Lamping et al., 2021",
PS97/048-1,Antarctic,-64.89,-61.44,3455.2,0.4,0.1,0.51,0.05,0.02,0,0.41,0.01,0.82,0.14,0.05,610185,62362,25424,2993,484890,10411,59020,9770,3529,,0.38,1.27,0.23,-0.12,5.7,0.24,AWI,8,4,"Lamping et al., 2021",
PS97/049-2,Antarctic,-64.97,-61.67,3752.2,0.4,0.1,0.52,0.06,0.02,0,0.4,0.01,0.83,0.12,0.04,1072799,120290,44659,5193,821632,11971,80336,11799,4313,,0.34,1.27,0.21,-0.07,4.44,0.24,AWI,8,4,"Lamping et al., 2021",
PS97/052-3,Antarctic,-64.3,-62.51,2889.8,0,0.2,0.52,0.05,0.02,0,0.4,0.01,0.84,0.12,0.05,558480,54279,19221,3056,427933,6317,45157,6296,2462,,0.35,1.28,0.21,-0.12,4.8,0.22,AWI,8,4,"Lamping et al., 2021",
PS97/053-1,Antarctic,-63.1,-62.67,2021.4,0.3,0.1,0.51,0.04,0.01,0,0.44,0.01,0.88,0.1,0.02,1387996,95685,29475,5648,1197909,14246,179442,19819,4603,,0.34,1.19,0.14,-0.37,6.95,0.15,AWI,8,4,"Lamping et al., 2021",
PS97/054-2,Antarctic,-61.35,-63.24,1283.2,-0.1,-0.5,0.54,0.02,0,0,0.43,0,0.96,0.03,0.01,12589020,396637,112603,41133,9932627,58012,3331943,119745,19785,,0.35,1.14,0.05,-0.76,13.05,0.05,AWI,8,4,"Lamping et al., 2021",
PS97/056-1,Antarctic,-60.45,-63.76,633.4,0,-0.5,0.55,0.01,0,0,0.43,0,0.96,0.03,0.01,3556259,82453,24915,13526,2813508,10838,1114167,36838,6018,,0.37,1.14,0.04,-0.83,15.11,0.04,AWI,8,4,"Lamping et al., 2021",
PS97/059-1,Antarctic,-59.66,-62.44,353.8,0.1,0,0.54,0.02,0.01,0,0.43,0,0.93,0.06,0.01,3436150,113709,37784,16608,2763395,26929,1099293,75372,13059,,0.42,1.15,0.09,-0.74,15.66,0.06,AWI,8,4,"Lamping et al., 2021",
PS97/060-1,Antarctic,-59.65,-62.59,462.4,0.1,0,0.54,0.02,0.01,0,0.43,0,0.94,0.05,0.01,7077168,223543,72672,34048,5640964,32792,2013716,103497,18376,,0.38,1.15,0.07,-0.75,14.03,0.06,AWI,8,4,"Lamping et al., 2021",
PS97/065-2,Antarctic,-59.36,-62.49,480.1,0.1,0,0.54,0.02,0.01,0,0.43,0,0.94,0.05,0.01,10901146,354183,116425,53634,8682798,68921,3588132,179359,31052,,0.4,1.15,0.06,-0.76,15.84,0.06,AWI,8,4,"Lamping et al., 2021",
PS97/067-2,Antarctic,-59.15,-62.42,793,0.1,0,0.51,0.02,0,0,0.46,0,0.95,0.04,0.01,2805444,88671,27150,12124,2505088,9953,799032,37435,6812,,0.36,1.15,0.06,-0.76,13.4,0.05,AWI,8,4,"Lamping et al., 2021",
PS97/068-2,Antarctic,-59.3,-63.17,793.6,0,-0.5,0.54,0.01,0,0,0.44,0,0.94,0.05,0.01,10424078,289183,82851,44775,8568327,41853,3202541,173947,23403,,0.37,1.12,0.06,-0.79,14.88,0.05,AWI,8,4,"Lamping et al., 2021",
PS97/069-1,Antarctic,-58.55,-62.59,1641.8,-0.5,-1,0.45,0.01,0,0,0.53,0,0.97,0.03,0,30415578,1003084,310414,151065,35742604,270272,14073892,412006,63045,,0.42,1.13,0.04,-0.82,17.65,0.05,AWI,8,4,"Lamping et al., 2021",
PS97/072-2,Antarctic,-56.07,-62.01,1991.7,-0.5,-1,0.53,0.02,0,0,0.44,0,0.97,0.03,0,29759376,907454,270138,96525,24646312,119166,10252278,284584,52023,,0.35,1.15,0.04,-0.82,15.95,0.04,AWI,8,4,"Lamping et al., 2021",
PS97/073-2,Antarctic,-55.66,-61.84,2623.5,-0.1,-0.4,0.45,0.02,0,0,0.52,0,0.97,0.03,0.01,22552100,760281,206394,84267,26180576,125614,8242933,249694,44448,,0.35,1.15,0.04,-0.81,14.61,0.04,AWI,8,4,"Lamping et al., 2021",
PS97/074-1,Antarctic,-56.35,-60.87,1831.4,0.4,0.1,0.51,0.04,0.01,0,0.44,0,0.89,0.09,0.02,712605,54735,18363,3798,612747,6304,115138,12168,2746,,0.34,1.18,0.14,-0.41,8.45,0.14,AWI,8,4,"Lamping et al., 2021",
PS97/077-1,Antarctic,-55.71,-60.6,3586.5,0,-0.2,0.52,0.04,0.01,0,0.42,0,0.9,0.08,0.02,2650742,195802,61410,10919,2110658,20947,408982,35633,9071,,0.32,1.2,0.12,-0.43,8.24,0.13,AWI,8,4,"Lamping et al., 2021",
PS97/079-1,Antarctic,-59,-60.15,3539.3,0.6,0.2,0.53,0.06,0.02,0,0.39,0.01,0.82,0.14,0.04,1019302,108224,36987,5196,751514,11193,109182,18292,5933,,0.33,1.24,0.23,-0.19,6.46,0.2,AWI,8,4,"Lamping et al., 2021",
PS97/080-2,Antarctic,-59.64,-59.68,3112.7,0.7,0.3,0.52,0.06,0.02,0,0.39,0,0.84,0.12,0.04,474437,51791,20825,2239,360732,4401,49141,6807,2300,,0.35,1.25,0.2,-0.16,5.99,0.21,AWI,8,4,"Lamping et al., 2021",
PS97/083-1,Antarctic,-60.57,-58,3756.3,1.5,0.8,0.52,0.05,0.02,0,0.4,0,0.87,0.1,0.03,2589521,257456,88941,11070,2020875,23326,240758,27409,7416,,0.32,1.21,0.15,-0.18,5.23,0.2,AWI,8,4,"Lamping et al., 2021",
PS97/084-2,Antarctic,-60.88,-58.87,3617.4,1.5,0.8,0.5,0.06,0.02,0,0.41,0.01,0.84,0.12,0.04,2482120,292734,109818,12744,2023474,30953,212105,29595,10186,,0.34,1.26,0.2,-0.08,4.84,0.23,AWI,8,4,"Lamping et al., 2021",
